Name,Email,Category,Description,Instagram,Facebook,Twitter,Website,URL
Canoe,canoe@imperial.ac.uk,Outdoor,"Open to complete beginners and pros alike we travel the UK and further afield to find the best white-water with great company Whether you’re a complete beginner or a gnarly V+ river runner, joining the Canoe Club is a great way to add to your Imperial experience! We run regular white-water weekend trips around the most picturesque parts of England and Wales, including Snowdonia, the Lake District, and Devon. These trips are a great way to get out of London and have loads of fun. We also head fur",https://www.instagram.com/imperial_college_canoe_club,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/UCniRkQe7o8IugwPeM_0jzAQ,https://www.imperialcollegeunion.org/activities/a-to-z/canoe
Cardiovascular,icsmheart@imperial.ac.uk,ICSM,CSP Chair / President CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Communications / Publications Officer Events / Trips Officer Fundraiser / External Relations Officer,https://www.instagram.com/icsm_heart,https://www.facebook.com/ICSMHeartSoc,https://www.twitter.com/icsm_cardio,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/cardiovascular
Catholic,cathsoc@imperial.ac.uk,Community,"Welcome to the Imperial Catholic Society page! We are a friendly group of Catholic Christians who meet regularly on Wednesdays for two of the greatest things in the entire universe: Mass, and free lunch. We also get together on the 2nd Saturday of the month for a Vigil Mass and some time together affectionately referred to as 'MOPS' - Mass, fOod, Prayer and Social. Wherever you find yourself in relation to this man from Galilee called Jesus, we would love you to join us! Who is He? Why be Cathol",https://www.instagram.com/cathsoc_imperial,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/catholic
Caving,ic.caving@imperial.ac.uk,Outdoor,CSP Chair / President Communications / Publications Officer,https://www.instagram.com/iccaving,https://www.facebook.com/pages/Imperial-College-Caving-Club-ICCC/173461250075,https://www.twitter.com/iccc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/caving
Chamber Choir,chamber.choir@imperial.ac.uk,Arts & Entertainment,"We perform up to two concerts per term and sing fortnightly Wednesday evensongs at Holy Trinity Church, Prince Consort Road. We regularly undertake various external projects such as recently recording a BBC radio 3 evensong, joint concerts with other established choirs, various cathedral evensongs such as Southwark and much more! Taking our music outside of college is very important to us, and we go on a weekend away, 5 day Easter tour and a week-long summer tour throughout the year. Our summer ",https://www.instagram.com/icchamberchoir,https://www.facebook.com/chamberchoir,https://www.twitter.com/ICChamberChoir,https://www.youtube.com/@chamberchoir,https://www.imperialcollegeunion.org/activities/a-to-z/chamber-choir
Chamber Music,chamber.music@imperial.ac.uk,Arts & Entertainment,"Whether you're a seasoned performer, a 'retired' instrumentalist, an inexperienced player, or don't play an instrument; if you love music of any type, we have something to offer! Members can enjoy: 1) Forming and performing in your own ensembles (pianists are welcome!) 2) Joining competitions, workshops and masterclasses 3) Performing in concerts, formal and casual, solo and in an ensemble 4) Attending a broad range of concerts in and out of Imperial (subsidised by the society!) and 5) Gathering",https://www.instagram.com/ic_chambermusic,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/@icchambermusicsoc9622,https://www.imperialcollegeunion.org/activities/a-to-z/chamber-music
Cheerleading,cheerleading@imperial.ac.uk,Sports,"We also have super fun socials, including rollerskating, club nights, pub quizzes and TOUR! Many of our socials are with American Football too. We also have a linkedin page, so you can network with alumni! CSP Chair / President CSP Vice Chair / President",https://www.instagram.com/ictitanscheer,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/UCDzRtB8h72UrCASzoTPIvpQ,https://www.imperialcollegeunion.org/activities/a-to-z/cheerleading
Chemical Engineering,chemengsoc@imperial.ac.uk,Departmental,"Our aim is to provide all of our students with the best university experience by offering awesome social events, continuous wellbeing and academic support, and unparalleled access to industry throughout your time in the department. Members from other departments with an interest in ChemEng are welcome too! We organise social events throughout the year catering to all interests. Whether you want to go to laser tag with your friends, attend the long-running ChemEng Talent Show, or enjoy one of our",https://www.instagram.com/icchemengsoc,https://www.facebook.com/imperialchemeng/,https://www.twitter.com/ICChemEngSoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/chemical-engineering
Chemistry,chemsoc@imperial.ac.uk,Departmental,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Communications / Publications Officer Events / Trips Officer Events / Trips Officer Fundraiser / External Relations Officer,https://www.instagram.com/imperialchemsoc,https://www.facebook.com/groups/ChemSoc/,https://www.twitter.com/ImperialChemSoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/chemistry
Chess,chess@imperial.ac.uk,Hobbies,"Everyone can join our club. For those who want to get better at chess, we have experts happy to share their opinions on positions. For those who want to play some judgment-free blitz, we have clocks. If you think chess needs an update, we love variants and are open to suggestions; our current fancy is “ring-exchange”: four boards in a circle, when a piece is taken, it gets passed to the next board, it must be seen to be believed. Club runs every Monday at 18:30 in Blackett 539. Events (generally",https://www.instagram.com/chess_icl,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/chess
Chickens (Silwood),SilwoodChickens@imperial.ac.uk,Outdoor,No description available,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/chickens-silwood
Chinese,chinese@imperial.ac.uk,Cultural,"Being one of the largest Chinese societies in the UK, Imperial College Chinese Society aims to promote and integrate Chinese culture within the student community and to serve as the stepping stone for unifying all Chinese students studying abroad. This year, on top of the social events that we have organized in the past such as the Freshers' Dinner, Variety Show, inter-university sports events, and CNY celebrations, we also plan to organize investment banking talks and leadership workshops to en",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/chinese
Chinese Students & Scholars Association,cssa@imperial.ac.uk,Cultural,CSP Chair / President CSP Vice Chair / President CSP Vice Chair / President CSP Vice Chair / President Communications / Publications Officer Communications / Publications Officer Communications / Publications Officer Events / Trips Officer Events / Trips Officer Events / Trips Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/chinese-students-scholars-association
Choir,icchoir@imperial.ac.uk,Arts & Entertainment,"We are a choir of about 100 members, comprising students, staff and alumni. Our rehearsals are on Thursdays from 18:00-20:30, where we learn our termly repertoire with our wonderful conductor and accompanist. The pieces we sing, both long and short, range from old classics to more modern and contemporary pieces; there is something in it for everyone. Every year we hold several concerts, where we collaborate with orchestras, ensembles and soloists, performing in venues ranging from small Churches",https://www.instagram.com/imperialcollegechoir,https://www.facebook.com/groups/241455799314177/,https://www.twitter.com/icchoir,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/choir
Christian Medical Fellowship,medics.cmf@imperial.ac.uk,ICSM,"Imperial's Christian Medical Fellowship is here to equip medical students to live and speak for Jesus. Whether you are a fresher or final year, grad-entry or intercalating, committed Christian or just curious about Christianity, everyone is welcome to join. Our aims are summarised by our name: Christian - We are here to support and encourage Christian medics in their faith and also to engage with those who are curious about faith. Medical - We provide a platform to discuss relevant ethical issue",https://www.instagram.com/icunion/,https://www.facebook.com/icsm.cmf,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/christian-medical-fellowship
Christian Union,cu@imperial.ac.uk,Community,"Our weekly events include a Bible study on Monday evening going through the life of Jesus, a gathering on Thursday evening equipping CU members to tell others about Jesus, and a lunchtime talk on Friday afternoon answering big questions about life and how they relate to Jesus. We also run plenty of extra events throughout the year. CU is not a substitute for a local church: we unite as students who attend different churches to make Christ known on our campus. We unite around our doctrinal basis,",https://www.instagram.com/imperial_cu,https://www.facebook.com/imperialcu,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/christian-union
Cinema,cinema@imperial.ac.uk,Arts & Entertainment,"Oh, you're also on a budget because student life in London is expensive? We have that covered too: our tickets are all under £5 per person per film (and you can get even better deals during our All-NighterTM (not an actual trademark please don't sue). We offer professional quality screenings with our 33ft screen and 7-channel Dolby Digital EX surround sound. We own both a as well as having a homebrew 3D system, isn't that cool? We think it's cool. If you also think it's cool and are interested i",https://www.instagram.com/imperialcinema,https://www.facebook.com/ImperialCinema,https://www.twitter.com/imperial_cinema,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/cinema
